ID,dataset,sample_id,date,year,season,basin,lake_region,port,depth_m,depth_g,compartment,sci_name,species,species_group,length_mm,mass_g,d15n,d13c,d13c_norm,cn,trophic
1134,csmi_2015,6-smss-1-6,NA,2015,spring,north,nw,sturgeon bay,46,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin sm,15.973375793180688,0.0440989142475402,11.584533210826647,-23.730518846579507,-22.62884667482063,4.214267959234402,consumer
1135,csmi_2015,153-5152,NA,2015,spring,north,nw,sturgeon bay,46,NA,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,9.294734979670805,-30.637493577050975,-28.063686550931358,7.101081502079341,consumer
1136,csmi_2015,153-5156,NA,2015,spring,north,nw,sturgeon bay,46,NA,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,9.75600917001035,-30.30852215248512,-28.183912418979567,6.337132174764385,consumer
1137,csmi_2015,cmu-6-alel-1-11,NA,2015,spring,north,nw,sturgeon bay,110,NA,fishes,Alosa pseudoharengus,alewife,alewife lg,155,32.86283645061983,9.154666666666667,-24.096333333333334,-23.463345830385915,3.8776123301985375,consumer
1138,csmi_2015,cmu-6-ales-1-10,NA,2015,spring,north,nw,sturgeon bay,110,NA,fishes,Alosa pseudoharengus,alewife,alewife sm,89,6.118595178384247,8.460666666666668,-24.056333333333335,-23.12057082340482,4.088610531199258,consumer
1139,csmi_2015,cmu-6-blol-1-10,NA,2015,spring,north,nw,sturgeon bay,110,NA,fishes,Coregonus hoyi,bloater,bloater lg,196.11311558741517,80.13929457684324,11.720571428571429,-25.99457142857143,-24.224289971617786,4.810011376564278,consumer
1140,csmi_2015,6-blol-1-11,NA,2015,spring,north,nw,sturgeon bay,110,NA,fishes,Coregonus hoyi,bloater,bloater lg,193.02329356319223,76.30166943236446,11.770513809980127,-26.3958697666396,-24.5551241812897,4.882755474452554,consumer
1141,csmi_2015,6-blol-1-12,NA,2015,spring,north,nw,sturgeon bay,110,NA,fishes,Coregonus hoyi,bloater,bloater lg,166.96293893209895,48.741181162031616,12.552822466993923,-25.519093823248223,-24.367275110935445,4.2537825059101655,consumer
1142,csmi_2015,cmu-6-but-1-10,NA,2015,spring,north,nw,sturgeon bay,110,NA,fishes,Lota lota,burbot,burbot lg,563,1063.005110524416,14.77057142857143,-21.65657142857143,-21.16450351874677,3.7866606443842215,consumer
1143,csmi_2015,5150,NA,2015,spring,north,nw,sturgeon bay,110,NA,benthic inverts,Chironomidae,chironomids,chironomids,NA,0.002,9.058700730706535,-25.323949556374057,-23.627259221013713,4.294859607625831,consumer
1144,csmi_2015,cmu-6-dws-1-10,NA,2015,spring,north,nw,sturgeon bay,110,NA,fishes,Myoxocephalus thompsonii,deepwater sculpin,deepwater sculpin,63.84717391706359,3.103022707762928,11.889666666666667,-25.033333333333335,-24.016409026297087,4.14913112164297,consumer
1145,csmi_2015,6-mus-1-10,NA,2015,spring,north,nw,sturgeon bay,110,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,8.454647501915264,-28.469419416177995,-26.66892857544412,5.378731762687906,consumer
1146,csmi_2015,6-mus-1-11,NA,2015,spring,north,nw,sturgeon bay,110,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,8.883465694987585,-28.31041143275186,-26.515167855471045,5.079959338470532,consumer
1147,csmi_2015,6-mus-1-12,NA,2015,spring,north,nw,sturgeon bay,110,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,9.189076801695851,-28.353783991361173,-26.557109119646253,5.046991895850061,consumer
1148,csmi_2015,5150,NA,2015,spring,north,nw,sturgeon bay,110,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,8.520216655362038,-25.15514481133309,-23.464025032559096,4.258719949613346,consumer
1149,csmi_2015,5150,NA,2015,spring,north,nw,sturgeon bay,110,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,9.296426231415795,-26.1837086279307,-24.458646243208985,3.6447458126632273,consumer
1150,csmi_2015,6-mys-1-10,NA,2015,spring,north,nw,sturgeon bay,110,NA,zooplankton,Mysis diluviana,mysis,mysis,NA,0.005,10.841673597865856,-25.963225875188567,-25.173161364576796,4.802234082587757,consumer
1151,csmi_2015,6-mys-1-10,NA,2015,spring,north,nw,sturgeon bay,110,NA,zooplankton,Mysis diluviana,mysis,mysis,NA,0.005,8.971338491382793,-24.532512041695746,-23.490178734065275,5.032650707661156,consumer
1152,csmi_2015,5160,NA,2015,spring,north,nw,sturgeon bay,110,NA,pom,POM,pom,pom,NA,NA,2.777042391114064,-27.850636483372668,-27.850636483372668,10.066150144117415,b1
1153,csmi_2015,5167,NA,2015,spring,north,nw,sturgeon bay,110,NA,pom,POM,pom,pom,NA,NA,3.374972411964449,-27.40107539093101,-27.40107539093101,9.50654761609784,b1
1154,csmi_2015,cmu-6-rog-1-10,NA,2015,spring,north,nw,sturgeon bay,110,NA,fishes,Neogobius melanostomus,round goby,round goby lg,112.88236622517371,13.102436160502473,10.137666666666668,-20.523333333333333,-19.776597040905134,3.9542772861356927,consumer
1155,csmi_2015,cmu-6-rog-1-11,NA,2015,spring,north,nw,sturgeon bay,110,NA,fishes,Neogobius melanostomus,round goby,round goby lg,90.16737552205677,6.692645052444225,10.52457142857143,-21.66057142857143,-20.8802769778353,3.977477477477478,consumer
1156,csmi_2015,6-smsl-1-10,NA,2015,spring,north,nw,sturgeon bay,110,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,79.49194462620332,6.081237746370509,13.116820684664477,-24.81146301223846,-24.102559991570732,3.9284439685938612,consumer
1157,csmi_2015,6-smsl-1-11,NA,2015,spring,north,nw,sturgeon bay,110,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,74.34072879627723,4.950696695757932,12.164621812144327,-24.548707220070817,-23.93507522622348,3.8648619957537154,consumer
1158,csmi_2015,6-smsl-1-12,NA,2015,spring,north,nw,sturgeon bay,110,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,80.80951285292377,6.396020400835666,11.993326776876152,-24.955522172423038,-24.021043800921767,4.087667161961367,consumer
1159,csmi_2015,153-5160,NA,2015,spring,north,nw,sturgeon bay,110,NA,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,10.800225273440528,-30.40186622814203,-28.2664710731408,6.353543969910023,consumer
1160,csmi_2015,153-5164,NA,2015,spring,north,nw,sturgeon bay,110,NA,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,10.64291539166201,-30.2978907392217,-28.295780555327166,6.156509620336598,consumer
1161,csmi_2015,63-5160,NA,2015,spring,north,nw,sturgeon bay,110,NA,zooplankton,Zooplankton63,zooplankton63,zooplankton63,NA,1e-7,8.893608898171792,-29.91247544754624,-26.984325994103756,7.847322897218644,consumer
1162,csmi_2015,6-byt-2-00,NA,2015,summer,north,nw,sturgeon bay,0,ns,zooplankton,Bythotrephes longimanus,bythotrephes,bythotrephes,NA,2e-4,5.257824039159733,-26.67907529320115,-25.033785584286203,5.6845643112692965,consumer
1163,csmi_2015,6-alg-2-1,NA,2015,summer,north,nw,sturgeon bay,2,ns,benthic algae,benthic algae,benthic algae,benthic algae,NA,NA,2.7549179323800286,-19.044866182229658,-19.044866182229658,9.666982358950428,b2
1164,csmi_2015,stb17a,NA,2015,summer,north,nw,sturgeon bay,2,ns,benthic inverts,Amphipoda,amphipod,amphipod,NA,0.005,1.1685315760205233,-15.770298215978688,-14.388878374851389,4.840662502156078,consumer
1165,csmi_2015,stb19a,NA,2015,summer,north,nw,sturgeon bay,2,ns,benthic inverts,Amphipoda,amphipod,amphipod,NA,0.005,1.2212427286649084,-16.883067735357947,-15.464926500091135,4.770394820673167,consumer
1166,csmi_2015,stb15ch,NA,2015,summer,north,nw,sturgeon bay,2,ns,benthic inverts,Chironomidae,chironomids,chironomids,NA,0.002,2.3971710427861064,-17.36620501560127,-15.932120250086427,4.4638755869945115,consumer
1167,csmi_2015,stb17ch,NA,2015,summer,north,nw,sturgeon bay,2,ns,benthic inverts,Chironomidae,chironomids,chironomids,NA,0.002,3.2349636980475074,-16.409030479115398,-15.006532473304588,4.460998362672175,consumer
1168,csmi_2015,stb18ch,NA,2015,summer,north,nw,sturgeon bay,2,ns,benthic inverts,Chironomidae,chironomids,chironomids,NA,0.002,2.650862936281792,-18.390481759305278,-16.9225958612482,4.6847750627000115,consumer
1169,csmi_2015,stb19ch,NA,2015,summer,north,nw,sturgeon bay,2,ns,benthic inverts,Chironomidae,chironomids,chironomids,NA,0.002,2.5005480660922434,-17.189573535335168,-15.761317608669106,4.472169215491304,consumer
1170,csmi_2015,stb16ha,NA,2015,summer,north,nw,sturgeon bay,2,ns,zooplankton,Hemimysis anomala,hemimysis,hemimysis adult,NA,0.001,8.987915498473086,-20.54805910870621,-21.360320304153127,3.7203358078214275,consumer
1171,csmi_2015,stb18ha,NA,2015,summer,north,nw,sturgeon bay,2,ns,zooplankton,Hemimysis anomala,hemimysis,hemimysis adult,NA,0.001,5.8896873078751515,-20.096905537408137,-19.988353805372792,4.273636612116656,consumer
1172,csmi_2015,stb19ha,NA,2015,summer,north,nw,sturgeon bay,2,ns,zooplankton,Hemimysis anomala,hemimysis,hemimysis adult,NA,0.001,6.968954342831472,-20.99894293989523,-20.06742334555089,4.928769037160788,consumer
1173,csmi_2015,stb15hj,NA,2015,summer,north,nw,sturgeon bay,2,ns,zooplankton,Hemimysis anomala,hemimysis,hemiysis juv,NA,0.001,6.645479177608591,-20.62240499981994,-20.212784735800714,4.492070322456772,consumer
1174,csmi_2015,stb18hj,NA,2015,summer,north,nw,sturgeon bay,2,ns,zooplankton,Hemimysis anomala,hemimysis,hemiysis juv,NA,0.001,6.192635252313313,-20.290066524907914,-20.41025525680974,4.121374169036595,consumer
1175,csmi_2015,stb19hj,NA,2015,summer,north,nw,sturgeon bay,2,ns,zooplankton,Hemimysis anomala,hemimysis,hemiysis juv,NA,0.001,6.179460321848989,-20.26634565445811,-20.359862852304882,4.138567111215605,consumer
1176,csmi_2015,6-rog-2-20,NA,2015,summer,north,nw,sturgeon bay,2,ns,fishes,Neogobius melanostomus,round goby,round goby lg,110.55364761851486,12.310721261671205,7.208490083427163,-19.615940730177137,-19.176647999332342,3.753687315634218,consumer
1177,csmi_2015,stb21-z,NA,2015,summer,north,nw,sturgeon bay,2,ns,zooplankton,Zooplankton63,zooplankton63,zooplankton63,NA,1e-7,5.009141506541104,-24.58739378656459,-24.118681014046132,4.537591610185138,consumer
1178,csmi_2015,stb22-z,NA,2015,summer,north,nw,sturgeon bay,2,ns,zooplankton,Zooplankton63,zooplankton63,zooplankton63,NA,1e-7,5.757653309191476,-25.94350730749417,-25.01114745956726,4.9295405895979485,consumer
1179,csmi_2015,cmu-6-alel-2-1,NA,2015,summer,north,nw,sturgeon bay,18,ns,fishes,Alosa pseudoharengus,alewife,alewife lg,172.6757612802127,45.58385804982973,9.682714285714287,-24.342857142857145,-23.8561935958286,3.783257460799191,consumer
1180,csmi_2015,6-byt-2-1,NA,2015,summer,north,nw,sturgeon bay,18,ns,zooplankton,Bythotrephes longimanus,bythotrephes,bythotrephes,NA,2e-4,5.942320539688101,-25.87116983652751,-24.954931137059617,4.914779560784913,consumer
1181,csmi_2015,6-cra-2-1,NA,2015,summer,north,nw,sturgeon bay,18,ns,benthic inverts,Cambaridae,crayfish,crayfish,NA,4.6,6.767571042786105,-18.45579638876241,-16.985755107933247,3.626193701921137,consumer
1182,csmi_2015,6-cra-2-3,NA,2015,summer,north,nw,sturgeon bay,18,ns,benthic inverts,Cambaridae,crayfish,crayfish,NA,4.6,7.341569350358021,-17.785421187191297,-16.337502288013983,3.7202325122035633,consumer
1183,csmi_2015,6-cra-2-2,NA,2015,summer,north,nw,sturgeon bay,18,ns,benthic inverts,Cambaridae,crayfish,crayfish,NA,4.6,6.9198250020084435,-17.87008010637038,-16.41936746286016,3.8262678144169997,consumer
1184,csmi_2015,cmu-6-dws-2-1,NA,2015,summer,north,nw,sturgeon bay,18,ns,fishes,Myoxocephalus thompsonii,deepwater sculpin,deepwater sculpin,35,0.49010473253588127,11.361714285714289,-23.096857142857147,-22.007874092009686,4.204385277995303,consumer
1185,csmi_2015,5570,NA,2015,summer,north,nw,sturgeon bay,18,ns,pom,POM,pom,pom,NA,NA,0.4744906272453311,-27.540418291834012,-27.540418291834012,12.477793630988458,b1
1186,csmi_2015,5576,NA,2015,summer,north,nw,sturgeon bay,18,ns,pom,POM,pom,pom,NA,NA,1.2751601810130828,-29.92749113150167,-29.92749113150167,12.168675763606464,b1
1187,csmi_2015,cmu-6-smss-2-1,NA,2015,summer,north,nw,sturgeon bay,18,ns,fishes,Cottus cognatus,slimy sculpin,slimy sculpin sm,28.522816485993825,0.2614813338426824,10.350857142857144,-22.11157142857143,-20.633298290873913,4.530314097881665,consumer
1188,csmi_2015,153-5570,NA,2015,summer,north,nw,sturgeon bay,18,ns,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,4.729679816574723,-29.42300822016456,-26.719080169560232,7.3580285301151065,consumer
1189,csmi_2015,153-5574,NA,2015,summer,north,nw,sturgeon bay,18,ns,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,10.74276226185264,-31.04945435693516,-27.960932682254896,8.239196195529559,consumer
1190,csmi_2015,cmu-6-alel-2-4,NA,2015,summer,north,nw,sturgeon bay,46,NA,fishes,Alosa pseudoharengus,alewife,alewife lg,141.8264202384764,25.108694810243076,9.686714285714288,-24.135857142857144,-23.613450241952453,3.805879661404713,consumer
1191,csmi_2015,cmu-6-alel-2-5,NA,2015,summer,north,nw,sturgeon bay,46,NA,fishes,Alosa pseudoharengus,alewife,alewife lg,149.8126888072243,29.64232428413584,8.604714285714287,-23.767857142857146,-23.320345213750127,3.758784773060029,consumer
1192,csmi_2015,6-alel-2-6,NA,2015,summer,north,nw,sturgeon bay,46,NA,fishes,Alosa pseudoharengus,alewife,alewife lg,150.95606351959057,30.333128401172534,10.145281532782567,-25.018873748959876,-24.477886032740273,3.8177467869838666,consumer
1193,csmi_2015,cmu-6-blos-2-4,NA,2015,summer,north,nw,sturgeon bay,46,NA,fishes,Coregonus hoyi,bloater,bloater sm,94,8.25971510076434,11.775857142857141,-26.34957142857143,-24.887515510976307,4.515730946569026,consumer
1194,csmi_2015,cmu-6-dws-2-4,NA,2015,summer,north,nw,sturgeon bay,46,NA,fishes,Myoxocephalus thompsonii,deepwater sculpin,deepwater sculpin,37.857137650673664,0.6236108558113825,11.850714285714286,-25.005857142857145,-24.049974789915968,4.1034482758620685,consumer
1195,csmi_2015,5584,NA,2015,summer,north,nw,sturgeon bay,46,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,6.874660784215086,-25.35846956727644,-23.660640071556315,4.020879614996566,consumer
1196,csmi_2015,5584,NA,2015,summer,north,nw,sturgeon bay,46,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,6.1173641703736195,-25.437230728831864,-23.73680211478041,3.8614556715983004,consumer
1197,csmi_2015,5584,NA,2015,summer,north,nw,sturgeon bay,46,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,5.526593959528837,-26.071210515329707,-24.349860568323823,4.051493219772624,consumer
1198,csmi_2015,6-mys-2-4,NA,2015,summer,north,nw,sturgeon bay,46,NA,zooplankton,Mysis diluviana,mysis,mysis,NA,0.005,8.696957466284822,-25.179382331242223,-23.661850011304857,5.532708586888657,consumer
1199,csmi_2015,6-mys-2-5,NA,2015,summer,north,nw,sturgeon bay,46,NA,zooplankton,Mysis diluviana,mysis,mysis,NA,0.005,7.859459300335792,-25.466170000359988,-23.664899800925202,5.881660195879204,consumer
1200,csmi_2015,5578,NA,2015,summer,north,nw,sturgeon bay,46,NA,pom,POM,pom,pom,NA,NA,2.283546874383676,-27.239434555181262,-27.239434555181262,8.870497416962943,b1
1201,csmi_2015,5582,NA,2015,summer,north,nw,sturgeon bay,46,NA,pom,POM,pom,pom,NA,NA,1.1764595264553814,-29.157309331223,-29.157309331223,12.816415265700767,b1
1202,csmi_2015,5584,NA,2015,summer,north,nw,sturgeon bay,46,NA,pom,POM,pom,pom,NA,NA,1.1183070785437208,-27.947859761506702,-27.947859761506702,17.54440203295922,b1
1203,csmi_2015,cmu-6-smsl-2-4,NA,2015,summer,north,nw,sturgeon bay,46,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,60.50552685375789,2.6309390923877443,11.776800000000001,-23.823800000000002,-22.886616188870153,4.089655172413793,consumer
1204,csmi_2015,6-smsl-2-5,NA,2015,summer,north,nw,sturgeon bay,46,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,40.31042747341586,0.7561908695394528,11.403642809344863,-22.761416358889523,-22.0845359273642,3.906840608797457,consumer
1205,csmi_2015,6-smsl-2-6,NA,2015,summer,north,nw,sturgeon bay,46,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,55.70702113026965,2.0414723517575637,12.825737200365074,-22.957407652536148,-22.320303259527172,3.8803351662738943,consumer
1206,csmi_2015,cmu-6-smss-2-4,NA,2015,summer,north,nw,sturgeon bay,46,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin sm,23.697239008357535,0.14802057566736976,12.434857142857144,-24.36757142857143,-23.09320441087033,4.353539576365663,consumer
1207,csmi_2015,153-5578,NA,2015,summer,north,nw,sturgeon bay,46,NA,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,5.1230399892692144,-28.687772362630383,-26.50342526301195,6.429113591563291,consumer
1208,csmi_2015,153-5582,NA,2015,summer,north,nw,sturgeon bay,46,NA,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,6.869854129115602,-32.87491519595636,-28.74092915624717,12.215987747580124,consumer
1209,csmi_2015,cmu-6-blol-2-10,NA,2015,summer,north,nw,sturgeon bay,110,NA,fishes,Coregonus hoyi,bloater,bloater lg,153,37.21315751539055,12.397625,-25.472500000000004,-24.47443548387097,4.134908536585367,consumer
1210,csmi_2015,cmu-6-but-2-10,NA,2015,summer,north,nw,sturgeon bay,110,NA,fishes,Lota lota,burbot,burbot lg,554,1012.5103923407199,16.43375,-23.254875,-22.712548568818512,3.81860465116279,consumer
1211,csmi_2015,cmu-6-dws-2-10,NA,2015,summer,north,nw,sturgeon bay,110,NA,fishes,Myoxocephalus thompsonii,deepwater sculpin,deepwater sculpin,57.20413549022675,2.2146352066051977,11.978625000000001,-25.1655,-24.1212998653803,4.16987436514301,consumer
1212,csmi_2015,cmu-6-dws-2-11,NA,2015,summer,north,nw,sturgeon bay,110,NA,fishes,Myoxocephalus thompsonii,deepwater sculpin,deepwater sculpin,73.93413672586766,4.868040350254664,12.548625000000001,-24.983500000000003,-24.08891523972603,4.058575328865723,consumer
1213,csmi_2015,6-dws-2-12,NA,2015,summer,north,nw,sturgeon bay,110,NA,fishes,Myoxocephalus thompsonii,deepwater sculpin,deepwater sculpin,55.20910406408397,1.985970747799217,13.198071017632891,-24.546774549451744,-23.929653926883653,3.867153912295786,consumer
1214,csmi_2015,5592,NA,2015,summer,north,nw,sturgeon bay,110,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,9.019884510537846,-26.72175903518391,-24.978940987022842,4.058189274789533,consumer
1215,csmi_2015,6-mys-2-10,NA,2015,summer,north,nw,sturgeon bay,110,NA,zooplankton,Mysis diluviana,mysis,mysis,NA,0.005,9.826223258948495,-25.9586243571743,-25.096664710309664,4.865723363884968,consumer
1216,csmi_2015,6-mys-2-11,NA,2015,summer,north,nw,sturgeon bay,110,NA,zooplankton,Mysis diluviana,mysis,mysis,NA,0.005,9.54075551346555,-25.580632575401516,-24.802278817938895,4.792049116830193,consumer
1217,csmi_2015,5586,NA,2015,summer,north,nw,sturgeon bay,110,NA,pom,POM,pom,pom,NA,NA,0.595181376111122,-26.4525813483646,-26.4525813483646,10.449143353013929,b1
1218,csmi_2015,5592,NA,2015,summer,north,nw,sturgeon bay,110,NA,pom,POM,pom,pom,NA,NA,2.5392275952814587,-25.724341786406093,-25.724341786406093,12.140784185617038,b1
1219,csmi_2015,cmu-6-smsl-2-10,NA,2015,summer,north,nw,sturgeon bay,110,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,93.05803599804149,9.864485053913723,12.360857142857142,-25.060571428571432,-24.102459021360403,4.105099502487562,consumer
1220,csmi_2015,6-smsl-2-11,NA,2015,summer,north,nw,sturgeon bay,110,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,80.93322939533128,6.426129758624954,12.569820425693123,-24.545753761464,-23.726171357247498,4.004987241939225,consumer
1221,csmi_2015,6-smsl-2-12,NA,2015,summer,north,nw,sturgeon bay,110,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,68.57219606784525,3.8634432634879032,12.321932412579509,-24.642728620299568,-23.8230700299912,4.005040957781978,consumer
1222,csmi_2015,153-5586,NA,2015,summer,north,nw,sturgeon bay,110,NA,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,6.210215485864207,-29.995685874689265,-27.050993505317567,7.886013120962387,consumer
1223,csmi_2015,153-5590,NA,2015,summer,north,nw,sturgeon bay,110,NA,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,3.835338547434155,-25.70017652413098,-22.928235610584338,7.499874393146683,consumer
1224,csmi_2015,153-5577,NA,2015,summer,north,nw,sturgeon bay,272,NA,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,9.606877392726476,-31.105005199537228,-28.298016300701704,7.575126225959877,consumer
1225,csmi_2015,6-alg-3-1,NA,2015,fall,north,nw,sturgeon bay,2,ns,benthic algae,benthic algae,benthic algae,benthic algae,NA,NA,5.044323059612781,-19.62490285605279,-19.62490285605279,8.184874206918785,b2
1226,csmi_2015,stb30a,NA,2015,fall,north,nw,sturgeon bay,2,ns,benthic inverts,Amphipoda,amphipod,amphipod,NA,0.005,2.1715117435945865,-16.43038584356149,-15.027183110723959,4.761045673293345,consumer
1227,csmi_2015,stb36-byth,NA,2015,fall,north,nw,sturgeon bay,2,ns,zooplankton,Bythotrephes longimanus,bythotrephes,bythotrephes,NA,2e-4,9.330363350056158,-24.099127670682332,-24.099635261756088,4.199661633213045,consumer
1228,csmi_2015,stb37-byth,NA,2015,fall,north,nw,sturgeon bay,2,ns,zooplankton,Bythotrephes longimanus,bythotrephes,bythotrephes,NA,2e-4,9.121845100485,-24.303066182229657,-24.37441236961681,4.1529684970471,consumer
1229,csmi_2015,stb35-byth,NA,2015,fall,north,nw,sturgeon bay,2,ns,zooplankton,Bythotrephes longimanus,bythotrephes,bythotrephes,NA,2e-4,9.15340906056627,-24.03515448980417,-24.16161074969385,4.117354717738985,consumer
1230,csmi_2015,stb30ch,NA,2015,fall,north,nw,sturgeon bay,2,ns,benthic inverts,Chironomidae,chironomids,chironomids,NA,0.002,6.124711813131536,-22.024209122043892,-20.43641022101644,3.796724863019693,consumer
1231,csmi_2015,stb34hj,NA,2015,fall,north,nw,sturgeon bay,2,ns,zooplankton,Hemimysis anomala,hemimysis,hemiysis juv,NA,0.001,6.16653941693237,-17.9551259747323,-18.258473340126706,4.007058622823123,consumer
1232,csmi_2015,stb38-z,NA,2015,fall,north,nw,sturgeon bay,2,ns,zooplankton,Zooplankton240,zooplankton240,zooplankton240,NA,1e-5,5.900191280446033,-23.863297515645698,-23.77622541182819,4.258861593461955,consumer
1233,csmi_2015,cmu-6-ale-3-14,NA,2015,fall,north,nw,sturgeon bay,5,ns,fishes,Alosa pseudoharengus,alewife,alewife,NA,NA,8.681857142857144,-24.11214285714286,-23.62107326157727,3.7860315345325337,consumer
1234,csmi_2015,cmu-6-ale-3-15,NA,2015,fall,north,nw,sturgeon bay,5,ns,fishes,Alosa pseudoharengus,alewife,alewife,NA,NA,10.041857142857143,-24.360142857142858,-23.711491094063806,3.8879928315412187,consumer
1235,csmi_2015,cmu-6-ale-3-13,NA,2015,fall,north,nw,sturgeon bay,5,ns,fishes,Alosa pseudoharengus,alewife,alewife,NA,NA,8.585857142857144,-24.16214285714286,-23.61692660550459,3.820457796852647,consumer
1236,csmi_2015,cmu-6-but-3-13,NA,2015,fall,north,nw,sturgeon bay,5,ns,fishes,Lota lota,burbot,burbot,NA,NA,12.54577777777778,-19.426666666666673,-18.81024975769776,3.8666913763281445,consumer
1237,csmi_2015,cmu-6-ltr-3-13,NA,2015,fall,north,nw,sturgeon bay,5,ns,fishes,Salvelinus namaycush,lake trout,lake trout,NA,NA,13.230857142857143,-22.869142857142858,-22.130021929961575,3.949050086355786,consumer
1238,csmi_2015,cmu-6-ltr-3-15,NA,2015,fall,north,nw,sturgeon bay,5,ns,fishes,Salvelinus namaycush,lake trout,lake trout,NA,NA,13.869857142857143,-22.107142857142858,-21.16458165186979,4.093612334801763,consumer
1239,csmi_2015,cmu-6-lwf-3-13,NA,2015,fall,north,nw,sturgeon bay,5,ns,fishes,Coregonus clupeaformis,lake whitefish,lake whitefish,112.32883247434953,14.67313317549941,11.718857142857143,-22.54257142857143,-21.720411044053343,4.006805676223574,consumer
1240,csmi_2015,cmu-6-lwf-3-14,NA,2015,fall,north,nw,sturgeon bay,5,ns,fishes,Coregonus clupeaformis,lake whitefish,lake whitefish,109.56418261196528,13.582279697445554,11.4122,-21.406000000000002,-20.082363636363638,4.394977168949771,consumer
1241,csmi_2015,cmu-6-lwf-3-15,NA,2015,fall,north,nw,sturgeon bay,5,ns,fishes,Coregonus clupeaformis,lake whitefish,lake whitefish,88.14673265807008,6.920528772772567,10.224200000000002,-22.096000000000004,-21.37860869565218,3.9342105263157894,consumer
1242,csmi_2015,cmu-6-ras-3-14,NA,2015,fall,north,nw,sturgeon bay,5,ns,fishes,Osmerus mordax,rainbow smelt,rainbow smelt,53.05789812024406,1.241859924593568,10.085799999999999,-23.758714285714287,-23.090021276595746,3.9013552254365393,consumer
1243,csmi_2015,cmu-6-ras-3-15,NA,2015,fall,north,nw,sturgeon bay,5,ns,fishes,Osmerus mordax,rainbow smelt,rainbow smelt,62.665386330103104,1.949598244240373,11.312833333333334,-24.618,-24.20979583110636,3.734530938123753,consumer
1244,csmi_2015,cmu-6-rog-3-13,NA,2015,fall,north,nw,sturgeon bay,5,ns,fishes,Neogobius melanostomus,round goby,round goby lg,115.24998663884251,13.941395324601595,8.873857142857144,-21.26814285714286,-20.39929577772916,4.040025252525253,consumer
1245,csmi_2015,6-rog-3-15,NA,2015,fall,north,nw,sturgeon bay,5,ns,fishes,Neogobius melanostomus,round goby,round goby lg,108.28619450801534,11.571070613465533,9.172167161546584,-19.315752342209095,-18.860475484660586,3.763613231552163,consumer
1246,csmi_2015,cmu-6-sps-3-13,NA,2015,fall,north,nw,sturgeon bay,5,ns,fishes,Notropis hudsonius,spottail shiner,spottail shiner,37.16790101877874,0.45146693899614493,8.9528,-21.810714285714287,-21.162973845389836,3.8873873873873883,consumer
1247,csmi_2015,cmu-6-whs-3-13,NA,2015,fall,north,nw,sturgeon bay,5,ns,fishes,Catostomus commersonii,white sucker,white sucker,NA,NA,9.3632,-18.492,-17.79305807086614,3.9216983733112767,consumer
1248,csmi_2015,cmu-6-alel-3-1,NA,2015,fall,north,nw,sturgeon bay,18,ns,fishes,Alosa pseudoharengus,alewife,alewife lg,127.93153091171027,18.37139431705041,9.24775,-24.760875,-23.935305749947773,4.009212730318258,consumer
1249,csmi_2015,6-alel-3-2,NA,2015,fall,north,nw,sturgeon bay,18,ns,fishes,Alosa pseudoharengus,alewife,alewife lg,160.95780277355405,36.841513703348106,10.16545677314754,-24.796719298472837,-23.568129333074914,4.315733333333333,consumer
